text,label
"{'alternative': [{'transcript': 'that is exactly what happened', 'confidence': 0.97219545}, {'transcript': 'that is exactly what happens'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.97182089}, {'transcript': 'I think I have seen this before'}, {'transcript': 'I think I seen this before'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I have a doctor's appointment"", 'confidence': 0.95914841}, {'transcript': 'I think I have a doctors appointment'}, {'transcript': ""I think I have a doctors' appointment""}], 'final': True}",happy
"{'alternative': [{'transcript': 'maybe tomorrow will be cold', 'confidence': 0.94296312}, {'transcript': ""maybe tomorrow it'll be cold""}, {'transcript': 'maybe tomorrow would be cold'}, {'transcript': 'maybe tomorrow it will be cold'}, {'transcript': ""maybe tomorrow we'll be cold""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.97000343}, {'transcript': 'I think I seen this before'}, {'transcript': ""think I've seen this before""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.95469016}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': ""maybe tomorrow I'll be cold"", 'confidence': 0.88942498}, {'transcript': 'maybe tomorrow will be cold'}, {'transcript': ""maybe tomorrow it'll be cold""}, {'transcript': 'maybe tomorrow would be cold'}, {'transcript': 'maybe tomorrow it will be cold'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96133822}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's 11""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.97025281}, {'transcript': 'I would like to new alarm clock'}, {'transcript': 'I would like new alarm clock'}], 'final': True}",happy
"{'alternative': [{'transcript': 'maybe tomorrow will be cold', 'confidence': 0.94546318}, {'transcript': ""maybe tomorrow we'll be cold""}, {'transcript': 'maybe tomorrow would be cold'}, {'transcript': 'maybe tomorrow it will be cold'}, {'transcript': 'maybe tomorrow will it be cold'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.96156663}, {'transcript': 'I would like an alarm clock'}, {'transcript': ""I'd like a new alarm clock""}, {'transcript': 'I would like to know alarm clock'}], 'final': True}",happy
"{'alternative': [{'transcript': 'well stop in a couple of minutes', 'confidence': 0.91551304}, {'transcript': ""we'll stop in a couple of minutes""}, {'transcript': 'will stop in a couple of minutes'}, {'transcript': 'stop in a couple of minutes'}], 'final': True}",happy
"{'alternative': [{'transcript': ""don't forget a jacket"", 'confidence': 0.94263905}, {'transcript': ""don't forget the jacket""}, {'transcript': ""don't forget to jacket""}, {'transcript': ""don't forget it jacket""}, {'transcript': ""don't forget your jacket""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.93980753}, {'transcript': 'is 11:00'}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': 'maybe tomorrow it will be cold', 'confidence': 0.94560742}, {'transcript': 'maybe tomorrow will be cold'}, {'transcript': 'maybe tomorrow it would be cold'}, {'transcript': ""maybe tomorrow we'll be cold""}, {'transcript': ""maybe tomorrow it'll be cold""}], 'final': True}",happy
"{'alternative': [{'transcript': 'the surface is slick', 'confidence': 0.92688191}, {'transcript': 'the service is slick'}, {'transcript': 'surface is slick'}, {'transcript': 'slick'}], 'final': True}",happy
"{'alternative': [{'transcript': 'I wonder what this is about', 'confidence': 0.97219545}, {'transcript': 'I wonder what this is about about'}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': 'the surface is slick', 'confidence': 0.97219545}, {'transcript': 'the service is slick'}, {'transcript': 'the surface is slick slick'}, {'transcript': 'the surface is Sleek'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.9611423}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's 11 o'clock""}, {'transcript': 'at 11:00'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.92532897}, {'transcript': 'its 11:00'}, {'transcript': 'is 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': 'at 11:00'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96275747}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's 11""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': 'the airplane is almost full', 'confidence': 0.97219545}, {'transcript': 'the airplane has almost full'}, {'transcript': 'airplane is almost full'}, {'transcript': 'the airplane is almost full full'}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.9719699}, {'transcript': 'I would like the new alarm clock'}, {'transcript': 'I would like a new lock clock'}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.96410358}, {'transcript': 'and I would like a new alarm clock'}, {'transcript': 'now I would like a new alarm clock'}], 'final': True}",happy
"{'alternative': [{'transcript': ""we'll stop in a couple of minutes"", 'confidence': 0.93023676}, {'transcript': 'will stop in a couple of minutes'}, {'transcript': 'we will stop in a couple of minutes'}, {'transcript': 'we stop in a couple of minutes'}, {'transcript': 'will stop in a couple minutes'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.94991922}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's 11""}], 'final': True}",happy
"{'alternative': [{'transcript': 'maybe tomorrow it will be cold', 'confidence': 0.96420521}, {'transcript': ""maybe tomorrow it'll be cold""}, {'transcript': 'maybe tomorrow it would be cold'}], 'final': True}",happy
"{'alternative': [{'transcript': 'I wonder what this is about', 'confidence': 0.97219545}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.94269747}, {'transcript': 'its 11:00'}, {'transcript': ""that's 11:00""}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96778977}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.94866931}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""its 11 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': ""we'll stop in a couple of minutes"", 'confidence': 0.92785156}, {'transcript': 'will stop in a couple of minutes'}, {'transcript': 'well stop in a couple of minutes'}, {'transcript': ""we'll stop at a couple of minutes""}, {'transcript': ""we'll stop in a couple of minute""}], 'final': True}",happy
"{'alternative': [{'transcript': 'the service is slick', 'confidence': 0.86718613}, {'transcript': 'the surface is slick'}, {'transcript': 'the services slick'}, {'transcript': 'the service is sick'}, {'transcript': 'the surface is sick'}], 'final': True}",happy
"{'alternative': [{'transcript': ""we'll stop in a couple of minutes"", 'confidence': 0.9134208}, {'transcript': ""let's stop in a couple of minutes""}, {'transcript': 'will stop in a couple of minutes'}, {'transcript': 'but stop in a couple of minutes'}, {'transcript': 'well stop in a couple of minutes'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I have a doctor's appointment"", 'confidence': 0.96307498}, {'transcript': 'I think I have a doctors appointment'}, {'transcript': ""I think I have a doctors' appointment""}], 'final': True}",happy
"{'alternative': [{'transcript': 'that is exactly what happened', 'confidence': 0.97219545}, {'transcript': 'that is exactly what happened;'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I have a doctor's appointment"", 'confidence': 0.96528435}, {'transcript': 'I think I have a doctors appointment'}, {'transcript': ""I think I have a doctors' appointment""}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.95871925}, {'transcript': ""I think I've seen it before""}, {'transcript': 'I think I seen this before'}, {'transcript': 'I think I have seen this before'}, {'transcript': ""I think I've seen that before""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.95965695}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': 'will stop in a couple of minutes', 'confidence': 0.91222286}, {'transcript': 'so stop in a couple of minutes'}, {'transcript': 'well stop in a couple of minutes'}, {'transcript': ""we'll stop in a couple of minutes""}, {'transcript': ""he'll stop in a couple of minutes""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I have a doctor's appointment"", 'confidence': 0.95520729}, {'transcript': 'I think I have a doctors appointment'}, {'transcript': ""I think I've a doctor's appointment""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.96777648}, {'transcript': 'I think I seen this before'}, {'transcript': 'I think I have seen this before'}, {'transcript': 'I think I see this before'}], 'final': True}",happy
"{'alternative': [{'transcript': 'maybe tomorrow it will be cold', 'confidence': 0.97219545}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.94490612}, {'transcript': 'its 11:00'}, {'transcript': '11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': 'the airplane is almost full', 'confidence': 0.97219545}], 'final': True}",happy
"{'alternative': [{'transcript': ""don't forget a jacket"", 'confidence': 0.96437353}, {'transcript': ""don't forget to jacket""}, {'transcript': ""don't forget jacket""}, {'transcript': ""don't forget to jack it""}, {'transcript': ""don't forget the jacket""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96432984}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's 11""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.96532845}, {'transcript': 'I think I seen this before'}, {'transcript': 'I think I have seen this before'}], 'final': True}",happy
"{'alternative': [{'transcript': 'maybe tomorrow it will be cold', 'confidence': 0.9621346}, {'transcript': 'maybe tomorrow will be cold'}, {'transcript': ""maybe tomorrow we'll be cold""}], 'final': True}",happy
"{'alternative': [{'transcript': 'this 11:00', 'confidence': 0.87747991}, {'transcript': ""it's 11:00""}, {'transcript': 'this is 11:00'}, {'transcript': 'this 11'}, {'transcript': 'is 11:00'}], 'final': True}",happy
"{'alternative': [{'transcript': 'that is exactly what happened', 'confidence': 0.9523679}, {'transcript': ""that's exactly what happened""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.97180897}, {'transcript': ""I think I've seen it before""}, {'transcript': ""I think I've seen his before""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': 'I wonder what this is about', 'confidence': 0.97219545}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.97219551}, {'transcript': 'I would like a new alarm block'}], 'final': True}",happy
"{'alternative': [{'transcript': 'I wonder what this is about', 'confidence': 0.97219545}, {'transcript': 'I wonder what this is about about'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I have a doctor's appointment"", 'confidence': 0.96511489}, {'transcript': 'I think I have a doctors appointment'}, {'transcript': ""I think I've a doctor's appointment""}, {'transcript': ""I think I have the doctor's appointment""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.95090592}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': 'at 11:00'}], 'final': True}",happy
"{'alternative': [{'transcript': 'maybe tomorrow it will be cold', 'confidence': 0.96553189}, {'transcript': 'maybe tomorrow it would be cold'}, {'transcript': ""maybe tomorrow it'll be cold""}], 'final': True}",happy
"{'alternative': [{'transcript': 'that is exactly what happened', 'confidence': 0.97219545}, {'transcript': 'that is exactly what happens'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.91529077}, {'transcript': '11:00'}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': ""we'll stop in a couple of minutes"", 'confidence': 0.91221482}, {'transcript': 'well stop in a couple of minutes'}, {'transcript': 'will stop in a couple of minutes'}, {'transcript': ""what's stop in a couple of minutes""}, {'transcript': 'was stop in a couple of minutes'}], 'final': True}",happy
"{'alternative': [{'transcript': ""don't forget a jacket"", 'confidence': 0.96336663}, {'transcript': ""don't forget the jacket""}, {'transcript': ""don't forget to jacket""}, {'transcript': ""don't forget it jacket""}, {'transcript': ""don't forget jacket""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96406627}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's at 11:00""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.95323384}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's 11""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': 'the airplane is almost full', 'confidence': 0.93629992}, {'transcript': 'if the airplane is almost full'}, {'transcript': 'airplane is almost full'}, {'transcript': 'if your airplane is almost full'}, {'transcript': 'the airplane is almost fall'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.95858884}, {'transcript': 'I think I seen this before'}, {'transcript': 'I think I see this before'}, {'transcript': 'I think I have seen this before'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.97213572}, {'transcript': 'I think I see this before'}, {'transcript': 'I think I seen this before'}, {'transcript': ""I think I've seen this before this before""}], 'final': True}",happy
"{'alternative': [{'transcript': 'the airplane is almost full', 'confidence': 0.97219545}, {'transcript': 'the airplane has almost full'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96778548}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.89577961}, {'transcript': 'in 11:00'}, {'transcript': 'is 11:00'}, {'transcript': 'if 11:00'}, {'transcript': 'its 11:00'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96326035}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's 11""}], 'final': True}",happy
"{'alternative': [{'transcript': ""we'll stop in a couple of minutes"", 'confidence': 0.92878401}, {'transcript': ""let's stop in a couple of minutes""}, {'transcript': 'will stop in a couple of minutes'}, {'transcript': 'stop in a couple of minutes'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': ""what's stopping a couple of minutes"", 'confidence': 0.88440198}, {'transcript': ""we'll stop in a couple of minutes""}, {'transcript': ""we'll stop at a couple of minutes""}, {'transcript': ""who's stopping a couple of minutes""}, {'transcript': ""what's stop in a couple of minutes""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I have a doctor's appointment"", 'confidence': 0.95340931}, {'transcript': 'I think I have a doctors appointment'}, {'transcript': ""think I have a doctor's appointment""}, {'transcript': 'think I have a doctors appointment'}, {'transcript': ""I think I have a doctors' appointment""}], 'final': True}",happy
"{'alternative': [{'transcript': 'I wonder what this is about', 'confidence': 0.96428484}, {'transcript': 'I wondered what this is about'}, {'transcript': 'I wonder if this is about'}, {'transcript': 'I wonder where this is about'}, {'transcript': 'I wonder why this is about'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96540999}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's 11 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': 'I wonder what this is about', 'confidence': 0.97219545}], 'final': True}",happy
"{'alternative': [{'transcript': ""we'll stop in a couple of minutes"", 'confidence': 0.92896587}, {'transcript': 'will stop in a couple of minutes'}, {'transcript': 'well stop in a couple of minutes'}, {'transcript': ""what's stop in a couple of minutes""}, {'transcript': ""we'll stop in a couple minutes""}], 'final': True}",happy
"{'alternative': [{'transcript': 'the airplane is almost full', 'confidence': 0.92011577}, {'transcript': 'the airplay is almost full'}, {'transcript': ""the airplane's almost full""}, {'transcript': 'the airplanes almost full'}, {'transcript': 'beer please almost full'}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.95296925}, {'transcript': 'its 11:00'}, {'transcript': 'at 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': 'that is exactly what happened', 'confidence': 0.97219545}, {'transcript': 'dad is exactly what happened'}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': 'that is exactly what happened', 'confidence': 0.9537527}, {'transcript': ""that's exactly what happened""}, {'transcript': 'that was exactly what happened'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.95424104}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's 11""}], 'final': True}",happy
"{'alternative': [{'transcript': 'well stop in a couple of minutes', 'confidence': 0.91859597}, {'transcript': ""we'll stop in a couple of minutes""}, {'transcript': 'well stop been a couple of minutes'}, {'transcript': 'will stop in a couple of minutes'}], 'final': True}",happy
"{'alternative': [{'transcript': 'the surface is slick', 'confidence': 0.88324213}, {'transcript': 'the service is slick'}, {'transcript': 'slick'}, {'transcript': 'the services slick'}], 'final': True}",happy
"{'alternative': [{'transcript': 'will stop in a couple of minutes', 'confidence': 0.91766399}, {'transcript': 'well stop in a couple of minutes'}, {'transcript': ""we'll stop in a couple of minutes""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.97169137}, {'transcript': 'I think of seen this before'}, {'transcript': 'I think I seen this before'}], 'final': True}",happy
"{'alternative': [{'transcript': 'the service is slick', 'confidence': 0.85860896}, {'transcript': 'the service is like'}, {'transcript': 'the services like'}, {'transcript': 'the surface is slick'}, {'transcript': 'the services slick'}], 'final': True}",happy
"{'alternative': [{'transcript': 'baby tomorrow it will be cold', 'confidence': 0.96284628}, {'transcript': 'maybe tomorrow it will be cold'}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': ""we'll stop in a couple of minutes"", 'confidence': 0.92960733}, {'transcript': 'will stop in a couple of minutes'}, {'transcript': 'we will stop in a couple of minutes'}], 'final': True}",happy
"{'alternative': [{'transcript': 'the service is slick', 'confidence': 0.91014129}, {'transcript': 'the surface is slick'}, {'transcript': 'the services slick'}, {'transcript': 'the services is slick'}, {'transcript': 'the service is sick'}], 'final': True}",happy
"{'alternative': [{'transcript': ""don't forget a jacket"", 'confidence': 0.96664488}, {'transcript': ""don't forget jacket""}, {'transcript': ""don't forget to jacket""}, {'transcript': ""don't forget the jacket""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I have a doctor's appointment"", 'confidence': 0.96383625}, {'transcript': 'I think I have a doctors appointment'}, {'transcript': ""I think I have a doctors' appointment""}], 'final': True}",happy
"{'alternative': [{'transcript': 'the airplane is almost full', 'confidence': 0.97143888}, {'transcript': 'airplane is almost full'}, {'transcript': 'the airplanes is almost full'}, {'transcript': 'the airplanes almost full'}], 'final': True}",happy
"{'alternative': [{'transcript': 'the surface is slick', 'confidence': 0.97219545}, {'transcript': 'the service is slick'}, {'transcript': 'the surface is Sleek'}], 'final': True}",happy
"{'alternative': [{'transcript': 'the airplane is almost full', 'confidence': 0.96944016}, {'transcript': 'the airplane is almost fall'}], 'final': True}",happy
"{'alternative': [{'transcript': 'I wonder what this is about', 'confidence': 0.97219545}], 'final': True}",happy
"{'alternative': [{'transcript': ""don't forget a jacket"", 'confidence': 0.95872051}, {'transcript': ""don't forget to jacket""}, {'transcript': ""don't forget jacket""}, {'transcript': ""don't forget the jacket""}], 'final': True}",happy
"{'alternative': [{'transcript': ""we'll stop in a couple of minutes"", 'confidence': 0.90955824}, {'transcript': 'will stop in a couple of minutes'}, {'transcript': 'well stop in a couple of minutes'}, {'transcript': 'well stuff in a couple of minutes'}], 'final': True}",happy
"{'alternative': [{'transcript': 'that is exactly what happened', 'confidence': 0.97219545}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.95836949}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's 11""}], 'final': True}",happy
"{'alternative': [{'transcript': 'I wonder what this is about', 'confidence': 0.9658404}, {'transcript': 'I wonder if this is about'}, {'transcript': 'I wonder what this is a about'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.89308083}, {'transcript': 'is 11:00'}, {'transcript': 'is it 11:00'}, {'transcript': 'its 11:00'}, {'transcript': ""it's at 11:00""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.91233659}, {'transcript': 'is 11:00'}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96309215}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.97185165}, {'transcript': 'I would like to know alarm clock'}, {'transcript': 'I would like to new alarm clock'}], 'final': True}",happy
"{'alternative': [{'transcript': 'I would like a new alarm clock', 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': ""don't forget a jacket"", 'confidence': 0.9454146}, {'transcript': ""don't forget the jacket""}, {'transcript': ""don't forget to jacket""}, {'transcript': ""don't forget jacket""}, {'transcript': ""don't forget it jacket""}], 'final': True}",happy
"{'alternative': [{'transcript': 'the surface is slick', 'confidence': 0.94813639}, {'transcript': 'the services slick'}, {'transcript': 'the surfaces slick'}, {'transcript': 'the service is slick'}], 'final': True}",happy
"{'alternative': [{'transcript': 'the surface is slick', 'confidence': 0.9714396}, {'transcript': 'the surface is sick'}, {'transcript': 'the service is slick'}, {'transcript': 'the surface is Sleek'}], 'final': True}",happy
"{'alternative': [{'transcript': 'will stop in a couple of minutes', 'confidence': 0.93443954}, {'transcript': ""we'll stop in a couple of minutes""}, {'transcript': 'well stop in a couple of minutes'}, {'transcript': 'we will stop in a couple of minutes'}], 'final': True}",happy
"{'alternative': [{'transcript': 'the surface is slick', 'confidence': 0.97181582}, {'transcript': 'the service is slick'}, {'transcript': 'the circus is slick'}, {'transcript': 'the surface is slick slick'}], 'final': True}",happy
"{'alternative': [{'transcript': 'that is exactly what happened', 'confidence': 0.97219545}], 'final': True}",happy
"{'alternative': [{'transcript': 'at 11:00', 'confidence': 0.87875479}, {'transcript': 'till 11:00'}, {'transcript': ""it's 11:00""}, {'transcript': 'at 11'}, {'transcript': '11'}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96801054}, {'transcript': ""it's 11 o'clock""}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's 11""}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I have a doctor's appointment"", 'confidence': 0.96318233}, {'transcript': 'I think I have a doctors appointment'}, {'transcript': ""I think I have a doctors' appointment""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.95923078}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's at 11:00""}], 'final': True}",happy
"{'alternative': [{'transcript': 'I wonder what this is about', 'confidence': 0.93284482}, {'transcript': 'I wonder if this is about'}, {'transcript': 'I wonder when this is about'}, {'transcript': 'I wonder why this is about'}, {'transcript': 'I wonder where this is about'}], 'final': True}",happy
"{'alternative': [{'transcript': ""don't forget a jacket"", 'confidence': 0.96594507}, {'transcript': ""don't forget to jacket""}, {'transcript': ""don't forget jacket""}, {'transcript': ""don't forget the jacket""}, {'transcript': ""don't forget it jacket""}], 'final': True}",happy
"{'alternative': [{'transcript': ""don't forget a jacket"", 'confidence': 0.96664089}, {'transcript': ""don't forget to jacket""}, {'transcript': ""don't forget jacket""}, {'transcript': ""don't forget your jacket""}, {'transcript': ""don't forget the jacket""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.95203733}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's 11:00 o'clock""}, {'transcript': ""it's at 11:00""}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.95699245}, {'transcript': 'its 11:00'}, {'transcript': 'hits 11:00'}, {'transcript': ""it's 11 o'clock""}, {'transcript': ""it's at 11:00""}], 'final': True}",happy
"{'alternative': [{'transcript': ""don't forget a jacket"", 'confidence': 0.97219545}], 'final': True}",happy
"{'alternative': [{'transcript': ""I'm on my way to the meeting"", 'confidence': 0.97219551}], 'final': True}",happy
"{'alternative': [{'transcript': ""it's 11:00"", 'confidence': 0.96956587}, {'transcript': ""it's 11 o'clock""}, {'transcript': 'its 11:00'}, {'transcript': ""it's 11:00 o'clock""}], 'final': True}",happy
"{'alternative': [{'transcript': 'the airplane is almost full', 'confidence': 0.97219545}], 'final': True}",happy
"{'alternative': [{'transcript': ""I think I've seen this before"", 'confidence': 0.96015054}, {'transcript': 'I think I seen this before'}, {'transcript': ""I think I'd seen this before""}], 'final': True}",happy
